name,nation,abv,country_code
"Berlucchi, Cuvee Imperiale Brut",Italy,14,ITA
"Berlucchi, Cuvee Imperiale Max Rose",Italy,14,ITA
"Berlucchi, Cuvee Imperiale Vintage",Italy,14,ITA
"Berlucchi, '61 Brut",Italy,12,ITA
"Natinco, Moscato d'Asti",Italy,5,ITA
"Botter, Bellafina Sweet Red",Italy,6,ITA
"Botter, Bellafina Sweet White",Italy,6,ITA
Grappa Fuoriclasse,Italy,15,ITA
"Val delle Rose, Morellino di Scansano",Italy,13,ITA
"Val delle Rose, Poggio Al Leone Morellino di Scansano Reserva",Italy,14,ITA
"Monte Guelfo, Chianti",Italy,14,ITA
"Monte Guelfo, Chianti Classico",Italy,14,ITA
"Monte Guelfo, Chianti Classico Reserva",Italy,14,ITA
Primocolle Villa Cerna Chianti Classico,Italy,13,ITA
"Caccia al Piano, Levia Gravia Bolgheri",Italy,14,ITA
"Caccia al Piano, Ruit Hora Bolgheri",Italy,14,ITA
"Sassodisole, Rosso di Montalcino",Italy,14,ITA
"Sassodisole, Brunello di Montalcino",Italy,14,ITA
"Fattoria Nittardi, Ben",Italy,12,ITA
"Fattoria Nittardi, Belcanto",Italy,13,ITA
"Fattoria Nittardi, Ad Astra",Italy,13,ITA
"Damilano, Barbera d'Asit",Italy,13,ITA
"Damilano, Barolo Lechinquevigne",Italy,14,ITA
"Luigi Einaudi, Barbera Piemonte",Italy,14,ITA
"Luigi Einaudi, Moscato d'Asti",Italy,14,ITA
"Luigi Einaudi, Barolo Terlo",Italy,14,ITA
"Luigi Einaudi, Barolo Costa Grimmaldi",Italy,14,ITA
"Luigi Einaudi, Barolo Cannubi",Italy,14,ITA
"Begali Lorenzo, Amarone della Valpolicella Classico",Italy,15,ITA
"Begali Lorenzo, Amarone Classico Monte Ca'Bianca",Italy,15,ITA
"Benanti, Etna Rosso",Italy,13,ITA
"Benanti, Etna Bianco",Italy,12,ITA
"Benanti, Rovittello Etna Rosso",Italy,13,ITA
"Benanti, Pietramarina Etna Bianco Superiore",Italy,13,ITA
"Feudo Arancio, Dalila",Italy,13,ITA
"Tenuta Alzatura, Montefalco Sagrantino",Italy,14,ITA
"Mezzacorona, Castel Firmian Teroldego Rotaliano",Italy,13,ITA
"Mezzacorona, Castel Firmian Pinot Grigio",Italy,12,ITA
"Mezzacorona, Castel Firmian Muller-Thurgau",Italy,12,ITA
"Negretti, Langhe Chardonna Dada",Italy,14,ITA
"Negretti, Barbera d'Alba Superiore",Italy,15,ITA
"Negretti, Nebbiolo d'Alba Minot",Italy,14,ITA
"Negretti, Barolo",Italy,14,ITA
"Negretti, Barolo Bricco Ambrogio",Italy,14,ITA
"Adriano Grasso, Barbera d'Asti",Italy,14,ITA
"Adriano Grasso, Barbera d'Asti Superiore",Italy,14,ITA
"Josef Drathen, Beerenauslese",Germany,9,DEU
"Bodegas Care, Angel Divinita Red",Spain,13,ESP
"Bodegas Care, Angel Divinita White",Spain,13,ESP
"Bodegas Muga, Reserva Selection Especial",Spain,14,ESP
"Vina Eguia, Gran Reserva",Spain,13,ESP
"Pazo Cilleiro, Albarino",Spain,13,ESP
"Alejandro Fernandez, Haza Reserva",Spain,14,ESP
"Castell'in Villa, Chianti Classico",Italy,14,ITA
"Castell'in Villa, Poggio Delle Rose Chianti Classico Riserva",Italy,14,ITA
"Castell'in Villa, Santacroce Toscana Rosso",Italy,14,ITA
"Domenico Clerico, Barolo Aeroplanservaj",Italy,14,ITA
"Tosti, Asti Secco Dry",Italy,11,ITA
"La Poderina, Rosso di Montalcino",Italy,14,ITA
"La poderina, Brunello di Montalcino Riserva Poggio Abate",Italy,14,ITA
"Salvano, Gavi",Italy,12,ITA
"Salvano, Diano d'Alba 'Fosco'",Italy,13,ITA
"Salvano, Langhe Rosso 'Trabuch'",Italy,13,ITA
"Salvano, Langhe Rosso 'Gentilium'",Italy,13,ITA
"Salvano, Barbaresco",Italy,13,ITA
"Salvano, Barolo",Italy,13,ITA
"Umani Ronchi, Jorio S",Italy,13,ITA
"Umani Ronchi, Fonte del Re Lacrima",Italy,12,ITA
"Delas, Crozes-Hermitage White",France,13,FRA
"Charles Dauteuil, Champagne Brut",France,12,FRA
"Charles Dauteuil, Champagne Brut Premier Cru",France,12,FRA
"Charles Dauteuil, Champagne Brut Blanc de Blanc Grand Cru",France,12,FRA
"Gosset, Extra Brut",France,12,FRA
"Deutz, Hommage a William Deutz",France,12,FRA
"Kressmann, Grand Reserve Graves White",France,12,FRA
Chateau Cotes de Blaignan Medoc Cru Bourgeois,France,12,FRA
"Gosset, Brut 15 Ans.",France,12,FRA
"Ottella, Gemei",Italy,14,ITA
Colossal Reserva White,Portugal,15,PRT
Colossal Reserva Red,Portugal,13,PRT
Quinta Do Espirito Santo,Portugal,13,PRT
Quinta Do Espirito Santo Reserva,Portugal,13,PRT
Palha Canas White,Portugal,13,PRT
Palha Canas Red,Portugal,13,PRT
"Velenosi, PROPE Trebbiano d'Abruzzo",Italy,12,ITA
"Velenosi, PROPE Montepulciano d'Abruzzo",Italy,13,ITA
"Mauro Sebaste, Barolo Tresuri",Italy,14,ITA
"Mauro Sebaste, Barbera d'Alba Centobricchi",Italy,15,ITA
"Casa Girelli, Barolo Antario",Italy,14,ITA
Rum 970 Single Cask Edtion,Portugal,51,PRT
Champagne Jestin Extra Brut,France,12,FRA
"Casal Garcia, Sangria",Portugal,8,PRT
"Pago de Los Capellanes, 'O Luar Do Sil' lias",Spain,13,ESP
Pago de Los Capellanes 'O Luar Do Sil' Barrica,Spain,13,ESP
"Bottega Vinai, Pinot Grigio",Italy,12,ITA
"Vignerons de Fontes, Le Cazelou Blanc ",France,13,FRA
"Vignerons de Fontes, Le Cazelou Rouge",France,13,FRA
"Vignerons de Fontes, Les Larmes du Volcan Blanc",France,13,FRA
"Vignerons de Fontes, Les Larmes du Volcan Rouge",France,13,FRA
"Vignerons de Fontes, L'Espinouse ",France,13,FRA
Chateau Riviere Le Haut,France,14,FRA
"Laudun Chusclan, Esprit du Rhone Vieilles Vignes",France,14,FRA
"Laudun Chusclan, La Noria Cotes du Rhone",France,13,FRA
"Elisabeth, Colombard Sauvignon blanc Gros Manseng",France,11,FRA
"Elisabeth, Sauvignon Blanc",France,11,FRA
"Elisabeth, Gros Manseng",France,11,FRA
"Elisabeth, Rose Gourmand",France,12,FRA
"Willy Gisselbrecht, Cremant Blanc Prestige Brut",France,12,FRA
"Willy Gisselbrecht, Cremant Blanc de Noirs Brut",France,12,FRA
"Willy Gisselbrecht, Grand Cru Frankstein Riesling",France,12,FRA
"Willy Gisselbrecht, Tradition Riesling",France,12,FRA
"Willy Gisselbrecht, Tradition Muscat",France,12,FRA
"Willy Gisselbrecht, Tradition Gewrztraminer",France,13,FRA
"M. de Ligny, Sparkling Blanc de blanc Brut",France,11,FRA
"Famille Rochet, C'est la Vie",France,13,FRA
Chateau Malbat Blanc,France,12,FRA
Chateau La Croix Bonnelle,France,13,FRA
Le Belvedere De Chateau Bourron,France,13,FRA
Chateau Bourron,France,14,FRA
Chateau des Gravieres Rouge,France,13,FRA
Chateau des Gravieres Blanc,France,12,FRA
Le Baron de Malleret,France,14,FRA
"Moncaro, Marche Sangiovese Organic",Italy,13,ITA
"Moncaro, Marche Bianco Organic",Italy,12,ITA
"Moncaro, Marche Rosso Organic",Italy,13,ITA
"Conti Sani, Terre di Chieti Passo Perfetto",Italy,14,ITA
"Conti Sani, Rosso Toscano Governo",Italy,13,ITA
"Cecchi, La Campana Montefalco Sagrantino",Italy,14,ITA
Fugue de Nenin,France,13,FRA
Le Rose de Potensac,France,12,FRA
La Petite Marquise,France,13,FRA
"Aleixo, Garcia Red",Portugal,13,PRT
"Aleixo, Garcia White",Portugal,11,PRT
Domaine Nathalie & Gilles FEVRE,France,12,FRA
Masso Antico Primitivo,Italy,14,ITA
Siepi Fonterutoli,Italy,14,ITA
"Abadia de la Oliva, Tempranillo",Spain,13,ESP
"Abadia de la Oliva, Garnacha Blanca",Spain,12,ESP
"Piedemonte, +d Quince",Spain,15,ESP
Palarea,Spain,14,ESP
Bodegas Matarromera,Spain,14,ESP
"Casal Garcia, Sweet",Portugal,8,PRT
Quinta de Chocapalha Tinto,Portugal,13,PRT
Periquita Original,Portugal,13,PRT
Periquita Riserva,Portugal,13,PRT
Periquita Superior,Portugal,14,PRT
"Albert Bichot, Macon Villages",France,12,FRA
"Albert Biichot, Bourgogne Passetoutgrain",France,12,FRA
Dezaia Sparkling Brut,Spain,11,ESP
"Dezaia, Moscato Sparkling",Spain,11,ESP
"Freixenet, Mia Sangria Classic Royal",Spain,8,ESP
"Freixenet, Mia Sangria White Frizzante",Spain,7,ESP
"Blue Nun, Gold Edition 24k",Germany,11,DEU
"Dauvergne Ranvier, Luberon Blanc",France,13,FRA
"Dauvergne Ranvier, Cote Rotie",France,12,FRA
"Manoir Grignon, Special Edition",France,12,FRA
Masion Jean Becue,France,11,FRA
Veuve Bonneval Brut,France,12,FRA
"Icardi, Mosto Bianco",Italy,5,ITA
"Tenuta di Biserno, Lodovico",Italy,14,ITA
"Le Morre, Sweet White",Italy,5,ITA
"Santa Margherita, Ripasso",Italy,14,ITA
"Alvaro Palacios, La Faraona",Spain,14,ESP
Can Xa Cava Brut,Spain,11,ESP
"Accademia, Lambrusco Frizzante dolce",Italy,7,ITA
"La Cheteau, Jean Balmont Merlot",France,13,FRA
"La Cheteau, Jean Balmont Sauvignon",France,12,FRA
"La Cheteau, Jean Balmont Pinot Noir",France,12,FRA
Chateau de Pitray,France,14,FRA
"Winery On, Demuerte Classic",Spain,14,ESP
"Winery On, Demuerte Gold",Spain,14,ESP
"Cantina Gaffino, ROMA",Italy,14,ITA
"Cantina Gaffino, FOJETTA",Italy,12,ITA
"Louis Max Sud, Le Bon Temps",France,13,FRA
"Gosset, Petite Douceur Rose Extra Dry",France,12,FRA
"Vidigal Winery, Porta 6 Tinto",Portugal,12,PRT
"Vidigal Winery, Porta 6 Branco",Portugal,12,PRT
Chateau Grand Ferrand Terre Amoureuse,France,13,FRA
Chateau Grand Ferrand,France,13,FRA
"Bordeaux Vineam, Bio Full",France,12,FRA
"Bordeaux Vineam, Bio Full Malbec",France,13,FRA
"Vallebelbo, Pink Moscato Spumante",Italy,6,ITA
"Anecoop, Freegold Tinto",Spain,12,ESP
"Anecoop, Freegold Blnac",Spain,11,ESP
"Anecoop, Amatista Tinto De Primavera",Spain,8,ESP
"Anecoop, Amatista Moscato",Spain,4,ESP
"Barinas, Monastrell Organic",Spain,13,ESP
"Pulpoloco, Sangria Cartocan",Spain,5,ESP
Miedes 5.5,Spain,5,ESP
"Manoir Grignon, Malbec",France,13,FRA
"Manoir Grignon, Chardonnay",France,13,FRA
"Manoir Grignon, Pinot Noir",France,13,FRA
"Braida, Il Fiore ",Italy,13,ITA
"Murelle, Montepulciano",Italy,13,ITA
"Joseph Drouhin, Chablis Reserve de Vaudon",France,12,FRA
"Joseph Drouhin, Charmes Chambertin Grand Cru",France,12,FRA
"Joseph Drouhin, Beaune Clos des Mouches Blanc Premier Cru",France,12,FRA
"Joseph Drouhin, Maconnais Saint Veran",France,12,FRA
"Joseph Drouhin, Cote Chalonnaise Rully Blanc",France,12,FRA
"Vidal Fleury, Saint Joseph Rouge",France,12,FRA
"Vidal Fleury, Cotes du Rhone Villages Rouge",France,13,FRA
"Vidal Fleury, Condrieu",France,13,FRA
"Pierre Amadieu, Grand Romane Gigondas",France,14,FRA
"Pommery, POP",France,12,FRA
"Barton & Guestier, Saint Louis Blanc",France,10,FRA
"Barton & Guestier, Saint Louis Rouge",France,11,FRA
"Wolfberger, Cremant d'Alsace Demi-sec",France,11,FRA
"Wolfberger, Vendanges Tardives Pinot Gris",France,12,FRA
"Wolfberger, Alsace Grand Cru Riesling",France,12,FRA
"Wolfberger, d'Alsace Brut",France,11,FRA
"Wolfberger, Reserve Selection Gewurztraminer",France,13,FRA
"Wolfberger, Reserve Selection Pinot Gris",France,13,FRA
"Wolfberger, Reserve Selection Sylvaner",France,12,FRA
"Ackerman, Remy Pannier Sancerre",France,11,FRA
"Ackerman, Remy Pannier Rose d'Anjou",France,10,FRA
"Ackerman, Remy Pannier Muscadet",France,11,FRA
Aragonia Seleccion Especial,Spain,14,ESP
Coto de Hayas Vinas del Cierzo,Spain,14,ESP
Coto de Hayas Roble,Spain,13,ESP
Vina Cosos,Spain,14,ESP
"Marzuesa de Atiza, Macabeo ",Spain,12,ESP
"Marquesa de Atiza, Garnacha",Spain,13,ESP
La Granja 360,Spain,13,ESP
Jardin de Luculo,Spain,14,ESP
Zumaya,Spain,14,ESP
Prados Fusion,Spain,15,ESP
Munia Caracter,Spain,14,ESP
Chic Barcelona Brut,Spain,11,ESP
"Vinedos el Soleado, Nuo",Spain,14,ESP
"Vinedos el Soleado, 800 Huit White Label",Spain,13,ESP
"Vinedos el Soleado, 800 Huit Black Label",Spain,14,ESP
"Vinedos el Soleado, Bienamado White Label",Spain,14,ESP
"Vinedos el Soleado, Bienamado Black Label",Spain,14,ESP
"Vinedos el Soleado, Biografo",Spain,14,ESP
Art,Spain,14,ESP
Paixar,Spain,14,ESP
"Penasol, Tempranillo",Spain,12,ESP
"Marques de Monistrol, Vintage Cava Brut",Spain,11,ESP
"Moselland, Auslese",Germany,7,DEU
"Moselland, Avantgarde",Germany,8,DEU
"Moselland, Arsvitis",Germany,9,DEU
"Moselland, Pisporte Gold Trocken Spatlese",Germany,8,DEU
Riesling Trocken Hochgewachs,Germany,11,DEU
"Georges Vigouroux, Pigmentum Sauvignon Blanc",France,11,FRA
"Moselland, Spell",Germany,5,DEU
"Georges Vigouroux, Gouleyant Sauvignon Blanc",France,11,FRA
"Georges Vigouroux, Tradition Familiale Malbec",France,13,FRA
"Georges Vigouroux, Tradition Familiale Pinot Noir",France,13,FRA
"Georges Vigouroux, Le Vassal de Mercues",France,14,FRA
Chateau de Merces,France,13,FRA
"Chateau Malbat, Haut Jamin ",France,13,FRA
"Chateaux Malbat, C'est la vie",France,14,FRA
Cappone Chianti Classico,Italy,14,ITA
Croix Valong,France,14,FRA
Chateau Gentilice,France,15,FRA
Canteperdrix Rouge,France,13,FRA
Canteperdrix Blnac,France,13,FRA
Seigneur du Carri,France,14,FRA
Donnaluce,Italy,13,ITA
Roma Bianco,Italy,13,ITA
People,Italy,12,ITA
"Vigneti del Vulture, Pipoli Rosato",Italy,12,ITA
"Vigneti del Vulture, Pipoli Aglianico del Vulture Zero",Italy,13,ITA
Cielo 9 Frizzante Bianco,Italy,9,ITA
Cielo 9 Frizzante Rosato,Italy,9,ITA
"Majuang, Rheinhessen",Germany,9,DEU
"Majuang, La Seine",France,10,FRA
Chateau Grand Rivallon,France,13,FRA
"Laurent Perrier, La Cuvee Brut",France,12,FRA
"Laurent Perrier, Harmony Demi Sec",France,12,FRA
"Beau Joie, Brut",France,12,FRA
"Michel Lynch, Nature Bordeaux Merlot",France,13,FRA
"Michel Lynch, Nature Bordeaux Saucvignon Blanc",France,12,FRA
Bordeaux de Gloria,France,12,FRA
"Les Courtines, Grand Reserve",France,13,FRA
"Les Courtines , Grande Reserve Blanc",France,12,FRA
Beaurempart Grande Reserve,France,13,FRA
De Chansec,France,13,FRA
Selection 34,France,12,FRA
"Louis Max Sud, Le Belle Vie",France,13,FRA
"Louis Max Sud, Le Bonjour",France,13,FRA
"Louis Max Sud, Le Bon Homme",France,12,FRA
"Corte Mainente, Soave Cengelle",Italy,12,ITA
"Corte Mainente, Soave Spumante Brut",Italy,11,ITA
Tarima Blanco,Spain,12,ESP
Volver 4 Meses,Spain,14,ESP
"Domaine du Coulet, Cornas Brise Cailloux",France,13,FRA
"Domaine du Coulet, Cornas Billes Noires",France,13,FRA
"Louis Max Sud, Tandem",France,12,FRA
"Louis Max Sud, Grand Bi",France,13,FRA
"Chateau Pech Latt, La Sauvage",France,13,FRA
"Corte Mainente, Soave Classico Tovo al Pigno",Italy,12,ITA
"Luzon, Coleccion Monastrell",Spain,14,ESP
"Luzon, Coleccion Rosado",Spain,12,ESP
"Luzon, Coleccion 8 Meses",Spain,14,ESP
"Luzon, Coleccion Crianza",Spain,14,ESP
Bonne Chance Moscato Golden Edition,Spain,6,ESP
Royal Oporto Ruby,Portugal,19,PRT
Quinta das Carvalhas Douro TInto,Portugal,14,PRT
"Qunta das Carvalhas, Touriga Nacional",Portugal,14,PRT
"Guntrum, Pear Fein",Germany,11,DEU
"Guntrum, Riesling Brut",Germany,12,DEU
"La Mateo, Garnacha",Spain,15,ESP
"La Mateo, Parcelas Singulares",Spain,14,ESP
"La Mateo, Iselen Tinto",Spain,13,ESP
"Marques de Murrieta, Castillo Ygay Blanc",Spain,13,ESP
Bruno Giacosa Nebbiolo d'Alba Vigna Valmaggiore,Italy,14,ITA
Vieux Telegraphe Chateauneuf du Pape 'Piedlong',France,14,FRA
"Wine Cup, Merlot",Italy,12,ITA
"Wine Cup, Chardonnay",Italy,12,ITA
L'Heritage De Chasse Spleen,France,13,FRA
Chateau Godard,France,14,FRA
"Rene Barbier, Brut Reserva",Spain,12,ESP
"Conde de Caralt, Brut",Spain,12,ESP
"Conde de Caralt, Brut Rosdo",Spain,12,ESP
Chateau Climens,France,13,FRA
Ygrec d'Yquem,France,13,FRA
Frank Phelan,France,13,FRA
"Domaine Leflaive, Macon-Verze",France,12,FRA
"Vieux Telegraphe, Chateauneuf du Pape 'La Crau' Blanc",France,14,FRA
"Eleve, Syrah Grenache",France,13,FRA
Eleve Blanc,France,11,FRA
"Marchesi di Barolo, Roero Arneis",Italy,12,ITA
"Cantine Ceci, Decanta Rosso",Italy,14,ITA
"La Spinetta, Moscato d'Asti Biancospino",Italy,5,ITA
Virtuoso Chardonnay,Spain,11,ESP
Virtuoso Temranillo,Spain,11,ESP
Virtuoso Viura,Spain,11,ESP
Virtuoso Syrah,Spain,11,ESP
"Ramos Pinto, Tawny 20 Years",Portugal,19,PRT
"Ramos Pinto, Tawny 10 Years",Portugal,19,PRT
"Pierre Gaillard, Viognier",France,12,FRA
Plateau des Chenes Le Temps,France,15,FRA
"Henri Giraud, Ratafia Solera",France,17,FRA
"Nicolas Feuilatte, Selection Brut",France,12,FRA
"Marchesi di Barolo, Barolo Reserva",Italy,14,ITA
"Marchesi di Barolo, Barolo Coste di Rose",Italy,14,ITA
"Dominio de la Vega, The End",Spain,13,ESP
"Leon Perdigal, Cotes de Rhone blanc",France,12,FRA
"Leon Perdigal, Rasteau",France,14,FRA
"Leon Perdigal, Cotes de Rhone Rouge",France,13,FRA
"Leon Perdigal, Ventoux",France,14,FRA
"Dominio de la Vega, Uno Mas",Spain,11,ESP
"Casa Rojo, Musso Sauvignon Blanc",Spain,12,ESP
"Ottolati, Moscato d'Asti",Italy,5,ITA
"Clos Montblanc, Cu4tro White",Spain,12,ESP
"Clemens Busch, Marienburg 1 Lage Spatlese Goldkapsel",Germany,6,DEU
"Ottella, Back to Silence",Italy,13,ITA
"Raineri, Langhe Nebbiolo 'Snart'",Italy,14,ITA
"Raineri, Barolo",Italy,14,ITA
Raineri Barolo 'Monserra',Italy,14,ITA
"Domaine Henry Natter, Les Classiques d'Henry Sancerre Blanc",France,12,FRA
"Domaine Henry Natter, Cuvee l'Enchantement de la grange de Montigny Rouge",France,12,FRA
"Domaine Delmas, Cuvee Tradition Blanquette Limoux Brut",France,12,FRA
"Domaine Delmas, Cuvee Passion Cremant de Limoux Brut",France,12,FRA
"Chateau Ciceron, Jardin de Vignes Rares de Ciceron Cabernet Franc",France,13,FRA
"Domaine de Labarthe, Cuvee Guillaume Gaillac Rouge",France,13,FRA
"Dominio de Punctum, Syrah",Spain,13,ESP
"Dominio de Punctum, Tempranillo Petit Verdot",Spain,13,ESP
"Escol, Coline Teramane Montepulciano d'Abruzzo Riserva",Italy,14,ITA
"Antares, Coline Teramane Montepulciano d'Abruzzo",Italy,13,ITA
"Casabianca, Montepulciano d'Abruzzo",Italy,13,ITA
"Casabianca, Trebbiano d'Abruzzo",Italy,12,ITA
Pablo Claro Special Selection Cabernet Sauvignon Graciano,Spain,13,ESP
"Bosio, Tropical Moscato Mango",Italy,5,ITA
"Bosio, Tropical Moscato Passion Fruit",Italy,5,ITA
"Le Monde, Refosco",Italy,13,ITA
Renaissance,France,15,FRA
Phillipe Viret Skin Contact,France,14,FRA
Les Colonnades,France,15,FRA
Emergence,France,15,FRA
Dolia Ambre,France,14,FRA
Dolia Paradis,France,14,FRA
"Domaine Jafflin, Bourgogne Pinot Noir",France,12,FRA
"Domaine Jafflin, Nuits-Saint-Georges",France,13,FRA
"Domaine Jafflin, Vosne Romanee",France,13,FRA
Villa Lorane Rose d'Anjou,France,11,FRA
Fiorfiore,Italy,13,ITA
Prova d'Autore,Italy,14,ITA
Avia Pervia,Italy,13,ITA
"Podere 29, Gelso d’Oro",Italy,14,ITA
Cave de Beblenhiem Riesling,France,11,FRA
"Aguila, Cremant de Limoux Brut",France,12,FRA
Diaphane Grande Cuvee Blanquette de Limoux Brut,France,12,FRA
Jean Babou 'Elegance' Cremant de Limoux Brut,France,12,FRA
Santalba Organic Natural Vegan,Spain,14,ESP
"Frescobaldi, Perano Chianti Classico ",Italy,13,ITA
"Frescobaldi, Perano Chianti Classico Riserva ",Italy,14,ITA
"Denis Montanar, Borc Dodon Merlot",Italy,12,ITA
"Denis Montanar, Borc Sandrigo Tocai Friulano",Italy,11,ITA
Berselli Signature Collection Cabernet Sauvignon,Italy,14,ITA
Ambo Blu Cabernet Sauvignon,Italy,13,ITA
Ambo Grigio Pinot Grigio,Italy,12,ITA
Ambo Nero Pinot Noir,Italy,12,ITA
Astorre Noti Governo all'Uso Toscano,Italy,12,ITA
Berselli & Solferino Premium Primitivo,Italy,14,ITA
"Antica Cascina dei Conti di Roero, Favorita",Italy,13,ITA
"Antica Cascina dei Conti di Roero, Nebbiolo d'Alba",Italy,14,ITA
"Antica Cascina dei Conti di Roero, Barbera d'Alba",Italy,14,ITA
Chloe Bombino Bianco,Italy,13,ITA
Pisan-Battel Spumante Metodo Classico pas Dose,Italy,12,ITA
Pyrros Uva di Toia,Italy,14,ITA
"Ardenghi, Prosecco Treviso Millesimato Extra Dry",Italy,11,ITA
"Ardenghi, Valdomino Cuvee Brut",Italy,11,ITA
"Bersano, San Pietro Realto",Italy,14,ITA
"Bersano, Generala",Italy,14,ITA
"Bersano, Badarina",Italy,14,ITA
"Bixio Poderi, DESMONTA' Nero D'arcole",Italy,15,ITA
"Bixio Poderi, Corvina",Italy,13,ITA
"Bixio Poderi, Amarone della Valpolicella Classico Silver",Italy,15,ITA
Denxo Desmonta,Italy,15,ITA
"Vigna Dogarina, Prosecco Millesimato Etra Dry",Italy,11,ITA
"Canal Grando, Rosso Venezia",Italy,14,ITA
Conte Priuli Rosso Cuvee Standard,Italy,13,ITA
"Vini dei Cardinali, Amarone della Valpolicella",Italy,14,ITA
"Vigna Dogarina, Pinot Grigio",Italy,12,ITA
"Branchini, Canto delle Sirene",Italy,11,ITA
"Branchini, Dutia",Italy,13,ITA
"Branchini, Merlot Rubicone",Italy,13,ITA
"Branchini, Cardinala Riserva",Italy,14,ITA
"Branchini, Cardinala Tardiva",Italy,15,ITA
"Domini Veneti, Amarone della Valpolicella Classico 'Collezione Pruviniano'",Italy,16,ITA
"Domini Veneti, Valpolicella Ripasso Classico Superiore 'Collezione Pruniniano'",Italy,13,ITA
"Domini Veneti, Valpolicella Classico Superiore 'Collezione Pruviniano'",Italy,13,ITA
"Domini Veneti, 'La Casetta' Valpolicella Ripasso Classico Superiore",Italy,13,ITA
"Domini Veneti, 'Vigneti di Moron' Recioto della Valpolicella Classico",Italy,14,ITA
"Azienda Agricola Cinti Floriano, Bologna Spumante",Italy,13,ITA
"Azienda Agricola Cinti Floriano, Bologna Rosso",Italy,13,ITA
"Azienda Agricola Cinti Floriano, Bologna Bianco",Italy,13,ITA
"CVA Cannicatti, Alico Bianco",Italy,12,ITA
"CVA Canicatti, Alico Rosso",Italy,13,ITA
"CVA Canicatti, Menamara",Italy,14,ITA
"CVA Canicatti, Fileno",Italy,13,ITA
"CVA Canicatti, Centuno",Italy,14,ITA
"CVA Canicatti, Diodoros",Italy,14,ITA
V8+ Prosecco Brut Millesimato Sior Carlo,Italy,11,ITA
V8+ Spumante Rose Sior Lele,Italy,11,ITA
V8+ Sior Gildo Moscato Spumante Aromatico Dolce,Italy,9,ITA
"Borgo Magredo, Merlot",Italy,13,ITA
"Costa Arente, Ripasso",Italy,14,ITA
"Torre Rosazza, Altromerlot",Italy,14,ITA
"Mezzanotte, Verdicchio dei Castelli di Jesi",Italy,13,ITA
"Mezzanotte, Lacrima di Morro d'Alba",Italy,13,ITA
"Mezzanotte, Passione di Mezzanotte Lacrima di Morro d'Alba Superiore",Italy,14,ITA
"Quarta Generazione, Aglianico del Vulture",Italy,14,ITA
"Quarta Generazione, A Cerasole",Italy,14,ITA
"Scarpa, Casa Scarpa Barbera d'Asti",Italy,13,ITA
"Scarpa, La Bogliona Barbera d'Asti",Italy,14,ITA
" Scarpa, Bric du Nota Nebbiolo d'Alba",Italy,13,ITA
"Scarpa, Tettineive Brbaresco",Italy,14,ITA
"Scarpa, La Selva di Moirano Vino Rosso",Italy,13,ITA
Scuderia Italia. Barolo,Italy,15,ITA
Scuderia Italia. Amarone della Valpolicella,Italy,15,ITA
Scuderia Italia. Brunello di Montalcino,Italy,15,ITA
Scuderia Italia. Chinati Riserva,Italy,14,ITA
Scuderia Italia. Lugana,Italy,13,ITA
Scuderia Italia. Valpolicella Ripasso Superiore,Italy,14,ITA
"Sturm, Sauvignon",Italy,13,ITA
"Sturm, Ribolla Gialla Bio",Italy,12,ITA
"Sturm, Refosco dal Peduncolo Rosso",Italy,14,ITA
"Tenuta del Buonamico, Particolare Rose",Italy,12,ITA
"Tenuta del Buonamico, Montecarlo Bianco",Italy,12,ITA
"Tenuta del Buonamico, Vivi",Italy,12,ITA
"Tenuta del Buonamico, Etichetta Blu",Italy,13,ITA
Serprimo Rosso,Italy,13,ITA
"Tenuta del Buonamico, Cercatoja",Italy,14,ITA
Poggio Di Guardia Rosso,Italy,14,ITA
"Torre Fornello, Pratobianco",Italy,13,ITA
"Torre Fornello, Donna Luigia",Italy,13,ITA
"Vina Valoria, Gran Reserva",Spain,13,ESP
"Torre Fornello, Dorian",Italy,13,ITA
"Vina Valoria, Reserva",Spain,13,ESP
"Torre Fornello, Sinsal",Italy,14,ITA
"Vina Valoria, Crianza",Spain,13,ESP
"Marques de Riscal, Frank Gehry Selection",Spain,14,ESP
"Mazzei, Terra Mazzei",Italy,13,ITA
"Domaine du Facteur, La Bulle du Facteur",France,12,FRA
Dos Copas Red Blend,Spain,12,ESP
"Lissner, Wolxheim Riesling",France,13,FRA
Joy,Spain,11,ESP
Cremant d'Alsace,France,12,FRA
"Domaine Macle, Cotes du Jura Ouille",France,13,FRA
"Domaine Michel Gahier, Arbois Trousseau Le Clousot",France,14,FRA
Cuvee Sweet Dreams,France,12,FRA
"Julien Meyer, Pinot Gris Fanny Elisabeth",France,13,FRA
"Colinas Do Douro, Quinta da Extrema Cabernet Sauvignon",Portugal,14,PRT
"Torres, Sangre de Toro Cava",Spain,11,ESP
"Chateau Lavabre, La Closerie Blanc",France,13,FRA
"Chateau Lavabre, Les Demoiselles de Lavabre",France,14,FRA
"Chateau Lavabre, Chateau Lavabre",France,15,FRA
"Berlucchi, '61 Rose",Italy,12,ITA
"Berlucchi, '61 Saten",Italy,12,ITA
"Berlucchi, '61 Nature",Italy,12,ITA
"Berlucchi, '61 Nature Rose",Italy,12,ITA
"Berlucchi, '61 Nature Blanc de Blancs",Italy,12,ITA
"Berlucchi, Palazzo Lana Extreme",Italy,12,ITA
Oui Reserve D'Angles Rouge,France,14,FRA
