web-scraper-order,web-scraper-start-url,name_raw,price_raw,country_raw,quantity_raw,value_raw
"1734709776-307","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709776-308","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709776-309","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709776-310","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709776-311","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709776-312","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709776-313","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709776-314","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709776-315","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709776-316","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709776-317","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709776-318","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709776-319","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=10","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709781-320","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709781-321","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709781-322","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709781-323","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709781-324","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709781-325","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709781-326","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709781-327","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709781-328","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709781-329","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709781-330","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709781-331","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709781-332","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709781-333","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709781-334","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709781-335","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709781-336","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709781-337","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709781-338","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709781-339","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709781-340","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709781-341","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709781-342","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709781-343","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709781-344","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709781-345","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709781-346","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709781-347","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709781-348","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=9","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709785-349","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709785-350","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709785-351","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709785-352","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709785-353","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709785-354","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709785-355","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709785-356","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709785-357","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709785-358","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709785-359","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709785-360","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709785-361","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709785-362","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709785-363","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709785-364","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709785-365","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709785-366","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709785-367","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709785-368","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709785-369","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709785-370","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709785-371","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709785-372","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709785-373","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709785-374","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709785-375","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709785-376","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709785-377","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=8","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709789-378","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709789-379","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709789-380","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709789-381","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709789-382","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709789-383","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709789-384","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709789-385","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709789-386","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709789-387","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709789-388","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709789-389","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709789-390","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709789-391","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709789-392","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709789-393","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709789-394","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709789-395","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709789-396","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709789-397","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709789-398","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709789-399","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709789-400","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709789-401","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709789-402","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709789-403","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709789-404","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709789-405","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709789-406","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=7","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709793-407","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709793-408","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709793-409","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709793-410","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709793-411","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709793-412","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709793-413","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709793-414","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709793-415","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709793-416","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709793-417","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709793-418","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709793-419","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709793-420","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709793-421","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709793-422","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709793-423","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709793-424","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709793-425","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709793-426","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709793-427","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709793-428","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709793-429","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709793-430","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709793-431","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
"1734709793-432","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Valais AOC Rosé Oeil de Perdrix Le Rosel 6x  75cl","42.60","Schweiz, 2023","6x 75cl","0.95/10cl"
"1734709793-433","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Legaris Crianza Ribera del Duero DO","25.50","Spanien, 2021","75cl","3.40/10cl"
"1734709793-434","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Ripasso della Valpolicella DOC Superiore Vigne Alte Zeni","9.85","Italien, 2022","75cl","1.31/10cl"
"1734709793-435","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=6","Vino Nobile di Montepulciano DOCG Tenuta Trerose","16.95","Italien, 2020","75cl","2.26/10cl"
"1734709798-436","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Naturaplan Bio-Prosecco DOC Raphael Dal Bo, extra dry","11.95","Italien","75cl","1.59/10cl"
"1734709798-437","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Rimuss Party Traubensaft weiss, alkoholfrei","4.20","Rimuss","70cl","0.60/10cl"
"1734709798-438","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Zürich AOC Staatsschreiber Cuvée Blanc Prestige","12.70","Schweiz, 2023","75cl","1.69/10cl"
"1734709798-439","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Prosecco Superiore di Valdobbiadene Conegliano DOCG Carpené Malvolti, extra dry","10.95","Italien","75cl","1.46/10cl"
"1734709798-440","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Aigle Les Murailles Chablais AOC H. Badoux","22.50","Schweiz, 2023","70cl","3.21/10cl"
"1734709798-441","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Champagne AOC Charles Bertin, brut","19.50","Frankreich","75cl","2.60/10cl"
"1734709798-442","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Prosecco DOC Vigne dei Dogi, extra dry","6.95","Italien","75cl","0.93/10cl"
"1734709798-443","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Zürich AOC Federweisser Stauffacher","9.95","Schweiz, 2023","75cl","1.33/10cl"
"1734709798-444","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Blu Secco Dose Vino Frizzante 6x20cl","8.70","Italien","120cl","0.73/10cl"
"1734709798-445","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Toscana IGT Rosso Villa Antinori","12.95","Italien, 2022","75cl","1.73/10cl"
"1734709798-446","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Terre Siciliane IGT Nero d'Avola Bromeus","13.95","Italien, 2022","75cl","1.86/10cl"
"1734709798-447","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","La Côte AOC Grand Cru Perroy Cuvée 48 Cave de Jolimont 6x  70cl","41.70","Schweiz, 2023","6x 70cl","0.99/10cl"
"1734709798-448","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Lavaux AOC St-Saphorin La Donjannaz Les Terrasses de Lavaux","14.95","Schweiz, 2023","70cl","2.14/10cl"
"1734709798-449","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Alsace AOP Gewürztraminer Baron de Hoen Beblenheim","7.35","Frankreich, 2022","75cl","0.98/10cl"
"1734709798-450","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Valais AOC Dôle Blanche Les Bernadettes","9.30","Schweiz, 2023","75cl","1.24/10cl"
"1734709798-451","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Douro DOC Fabelhaft Niepoort","11.25","Portugal, 2021","75cl","1.50/10cl"
"1734709798-452","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Glühwein Heisser Hirsch Rot","4.50","Deutschland","75cl","0.60/10cl"
"1734709798-453","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Toscana IGT Bianco Villa Antinori","12.50","Italien, 2023","75cl","1.67/10cl"
"1734709798-454","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Naturaplan Bio-Crémant d'Alsace AOC Wolfberger, brut","10.95","Frankreich","75cl","1.46/10cl"
"1734709798-455","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Médoc AOC Château Laffitte Laujac","8.95","Frankreich, 2021","75cl","1.19/10cl"
"1734709798-456","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Valdo Prosecco di Valdobbiadene DOCG","9.95","Italien","75cl","1.33/10cl"
"1734709798-457","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Rimuss Champion Moscato, alkoholfrei","4.95","Rimuss","75cl","0.66/10cl"
"1734709798-458","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Freixenet Carta Medium Dry semi seco","6.95","Spanien","75cl","0.93/10cl"
"1734709798-459","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Champagne AOC Impérial Moët & Chandon, brut","38.50","Frankreich","75cl","5.13/10cl"
"1734709798-460","https://www.coop.ch/de/weine/alle-weine/c/m_2508pn=5","Bourgogne AOC Chardonnay Louis Jadot","18.95","Frankreich, 2022","75cl","2.53/10cl"
